"site","station","lon","lat","lag","quantile","direction","insitu","OISST","cooccurrence","proportion"
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.4,"x",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.4,"a",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.5,"b",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.5,"x",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.5,"a",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.6,"b",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.6,"x",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.6,"a",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.7,"b",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.7,"x",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.7,"a",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.8,"b",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.8,"x",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.8,"a",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.9,"b",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.9,"x",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.9,"a",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,1,"b",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,1,"x",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,1,"a",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0,"b",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0,"x",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0,"a",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.1,"b",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.1,"x",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.1,"a",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.2,"b",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.2,"x",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.2,"a",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.3,"b",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.3,"x",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.3,"a",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.4,"b",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.4,"x",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.4,"a",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.5,"b",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.5,"x",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.5,"a",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.6,"b",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.6,"x",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.6,"a",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.7,"b",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.7,"x",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.7,"a",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.8,"b",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.8,"x",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.8,"a",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.9,"b",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.9,"x",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,0.9,"a",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,1,"b",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,1,"x",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,8,1,"a",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0,"b",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0,"x",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0,"a",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.1,"b",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.1,"x",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.1,"a",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.2,"b",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.2,"x",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.2,"a",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.3,"b",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.3,"x",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.3,"a",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.4,"b",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.4,"x",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.4,"a",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.5,"b",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.5,"x",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.5,"a",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.6,"b",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.6,"x",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.6,"a",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.7,"b",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.7,"x",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.7,"a",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.8,"b",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.8,"x",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.8,"a",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.9,"b",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.9,"x",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,0.9,"a",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,1,"b",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,1,"x",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,10,1,"a",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0,"b",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0,"x",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0,"a",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.1,"b",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.1,"x",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.1,"a",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.2,"b",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.2,"x",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.2,"a",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.3,"b",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.3,"x",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.3,"a",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.4,"b",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.4,"x",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.4,"a",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.5,"b",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.5,"x",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.5,"a",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.6,"b",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.6,"x",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.6,"a",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.7,"b",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.7,"x",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.7,"a",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.8,"b",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.8,"x",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.8,"a",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.9,"b",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.9,"x",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,0.9,"a",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,1,"b",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,1,"x",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,12,1,"a",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0,"b",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0,"x",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0,"a",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.1,"b",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.1,"x",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.1,"a",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.2,"b",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.2,"x",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.2,"a",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.3,"b",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.3,"x",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.3,"a",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.4,"b",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.4,"x",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.4,"a",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.5,"b",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.5,"x",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.5,"a",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.6,"b",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.6,"x",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.6,"a",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.7,"b",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.7,"x",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.7,"a",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.8,"b",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.8,"x",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.8,"a",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.9,"b",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.9,"x",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,0.9,"a",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,1,"b",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,1,"x",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,14,1,"a",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0,"b",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0,"x",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0,"a",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.1,"b",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.1,"x",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.1,"a",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.2,"b",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.2,"x",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.2,"a",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.3,"b",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.3,"x",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.3,"a",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.4,"b",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.4,"x",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.4,"a",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.5,"b",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.5,"x",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.5,"a",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.6,"b",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.6,"x",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.6,"a",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.7,"b",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.7,"x",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.7,"a",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.8,"b",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.8,"x",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.8,"a",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.9,"b",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.9,"x",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,0.9,"a",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,1,"b",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,1,"x",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,2,1,"a",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0,"b",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0,"x",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0,"a",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.1,"b",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.1,"x",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.1,"a",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.2,"b",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.2,"x",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.2,"a",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.3,"b",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.3,"x",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.3,"a",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.4,"b",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.4,"x",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.4,"a",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.5,"b",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.5,"x",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.5,"a",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.6,"b",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.6,"x",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.6,"a",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.7,"b",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.7,"x",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.7,"a",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.8,"b",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.8,"x",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.8,"a",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.9,"b",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.9,"x",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,0.9,"a",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,1,"b",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,1,"x",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,4,1,"a",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0,"b",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0,"x",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0,"a",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.1,"b",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.1,"x",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.1,"a",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.2,"b",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.2,"x",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.2,"a",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.3,"b",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.3,"x",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.3,"a",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.4,"b",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.4,"x",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.4,"a",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.5,"b",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.5,"x",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.5,"a",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.6,"b",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.6,"x",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.6,"a",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.7,"b",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.7,"x",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.7,"a",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.8,"b",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.8,"x",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.8,"a",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.9,"b",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.9,"x",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,0.9,"a",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,1,"b",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,1,"x",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,6,1,"a",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0,"b",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0,"x",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0,"a",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.1,"b",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.1,"x",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.1,"a",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.2,"b",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.2,"x",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.2,"a",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.3,"b",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.3,"x",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.3,"a",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.4,"b",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.4,"x",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.4,"a",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.5,"b",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.5,"x",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.5,"a",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.6,"b",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.6,"x",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.6,"a",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.7,"b",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.7,"x",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.7,"a",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.8,"b",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.8,"x",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.8,"a",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.9,"b",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.9,"x",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,0.9,"a",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,1,"b",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,1,"x",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,8,1,"a",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0,"b",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0,"x",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0,"a",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.1,"b",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.1,"x",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.1,"a",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.2,"b",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.2,"x",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.2,"a",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.3,"b",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.3,"x",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.3,"a",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.4,"b",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.4,"x",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.4,"a",23,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.5,"b",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.5,"x",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.5,"a",20,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.6,"b",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.6,"x",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.6,"a",16,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.7,"b",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.7,"x",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.7,"a",12,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.8,"b",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.8,"x",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.8,"a",8,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.9,"b",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.9,"x",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,0.9,"a",4,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,1,"b",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,1,"x",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,10,1,"a",1,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0,"b",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0,"x",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0,"a",39,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.1,"b",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.1,"x",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.1,"a",35,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.2,"b",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.2,"x",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.2,"a",31,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.3,"b",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.3,"x",27,0,0,0
"Gordons Bay","STRAND",18.86,-34.16,12,0.3,"a",27,0,0,0
